velocidad_mbps,datos_gb_mes,dispositivos,perfil
324.3605312526777,637.6656460686153,10,Empresarial
91.31138235747076,544.5855259186969,8,Estándar
347.0141803607207,782.0469411996322,8,Premium
196.43399641876601,115.91083243868883,12,Estándar
468.6813444246836,763.4176234770077,12,Empresarial
73.07286735226666,545.8539128893492,9,Estándar
173.82784376987797,963.3620838204047,4,Premium
61.16939301409159,348.45344437829925,5,Estándar
462.7233410478886,636.2956742026087,5,Premium
439.28297992358563,932.7078244549173,8,Premium
132.681105719002,111.48463071077246,7,Estándar
331.6921027869186,937.8562023640866,9,Premium
409.52498909960184,691.0068650778052,15,Empresarial
279.8244017417339,77.15868851412019,15,Básico
267.1770362862232,307.9539312773481,14,Estándar
124.71688399572358,711.0903677588287,8,Premium
51.08587006392011,76.67709545408398,2,Básico
449.12180018689673,586.3487555745105,10,Empresarial
450.7069382958486,352.42422638342714,12,Estándar
318.3852213502676,624.7063625898023,4,Premium
172.81974656910683,55.28461347438772,6,Básico
177.85873943326715,872.8214380908526,12,Estándar
364.34806104076847,973.7540794856229,2,Premium
449.0695786765257,969.1890767328346,7,Premium
444.10778001123305,752.1553134254955,3,Premium
391.0383951995238,138.78537772932566,13,Estándar
322.80566484637245,760.6805639697324,3,Premium
46.64928267254917,34.341047294213496,11,Básico
85.00621347683382,31.90231601370728,2,Básico
449.7843233209042,330.3741169580458,11,Estándar
305.182384531497,493.75675850061907,8,Premium
9.552540550231676,772.7033436297153,6,Básico
55.22841371868589,686.4624228404401,1,Estándar
333.43337570848763,451.44367931298086,12,Estándar
7.50548400387825,280.89039961884924,1,Básico
84.59998545166184,997.153255156134,7,Estándar
276.62322573646014,431.9194892136132,8,Premium
347.4881228578832,456.87315408637875,5,Premium
327.72082345378726,171.9875829797525,12,Estándar
116.0133081829771,796.8614532624301,11,Estándar
357.52871456703025,696.7454035236738,5,Premium
122.43829831091604,228.56191666087278,4,Estándar
166.07285058883753,91.55723515968427,14,Básico
374.5132455334219,683.694309053966,6,Premium
326.56828502837124,657.9661021383239,14,Empresarial
425.36558819461806,280.5269317282272,6,Estándar
330.51838168867,951.3549266279063,3,Premium
286.31275865105846,159.54731286309124,9,Estándar
51.36901007490577,438.0114530321759,12,Estándar
187.0193225144196,944.1797609659229,11,Estándar
136.2751720024541,425.53004375686106,14,Estándar
125.77487347264638,642.1406881874447,7,Premium
486.64022460246053,403.6184539831663,1,Premium
199.5833737100464,281.47305032518335,15,Estándar
446.5630448126711,984.1378714802299,13,Empresarial
317.4136198686451,415.2406662518926,7,Premium
398.431595253116,895.1582116423431,5,Premium
253.80536108707008,237.6550598321753,5,Estándar
290.56742289004774,220.97365698483247,14,Estándar
248.79625844033762,40.82274205566625,13,Básico
101.64527896003203,655.1501571221262,2,Premium
362.6137970544451,374.84108028652355,4,Premium
143.98231940822362,865.7146673412407,12,Estándar
17.03640338356965,478.47780762464157,6,Básico
324.50878647404807,968.5114936355745,10,Empresarial
92.66978630648923,193.67026054608993,15,Estándar
470.52699925469256,869.9369362760547,11,Empresarial
477.19464561628075,778.8308842638243,7,Premium
457.857873159122,773.2126261976115,11,Empresarial
188.22855662644497,846.3353958357188,5,Premium
12.651025181789377,763.4137510335689,9,Básico
464.51768848092405,629.9581184151012,3,Premium
216.9511534170706,139.9324289055637,1,Estándar
483.4941354266164,42.200917696339395,4,Básico
481.9918886591802,921.63936933753,9,Premium
427.23968045634325,620.4838113755306,4,Premium
150.7522015744449,798.5719180664146,2,Premium
195.623375657953,486.70712799742455,10,Estándar
426.3126524008442,126.13510707277054,14,Estándar
161.87639255235743,133.93393428052494,14,Estándar
88.89890960961579,688.7096343566817,5,Estándar
280.6166249168833,436.00283595046807,3,Premium
468.3966132095866,208.51947943333334,13,Estándar
349.5347493541116,496.6786012740225,12,Estándar
287.18027919423565,73.56684770438275,13,Básico
53.10236441653043,586.1516878952548,9,Estándar
309.428577216089,276.30347039074667,4,Estándar
495.07665580161034,799.5835096308163,6,Premium
74.3415875420794,317.258339334338,2,Estándar
261.57317792004966,460.6679475909832,6,Premium
439.29967060433796,21.50433450901963,3,Básico
371.6804657883312,81.7224189166133,12,Básico
350.02279179265764,398.568620842618,12,Estándar
352.7296215736191,485.1394463699523,9,Premium
182.94811985377882,604.0203426381107,11,Estándar
150.3279629109242,298.7459529222102,2,Estándar
405.6337719618642,698.0320672652771,15,Empresarial
406.0061303661945,861.5211732173125,12,Empresarial
434.2007976971513,782.0524790044163,12,Empresarial
457.0540735154533,49.222637094873576,9,Básico
258.1144874361642,485.70187778525064,5,Premium
253.2505658701638,113.88087663399313,8,Estándar
400.1561135885537,249.6245657039022,2,Estándar
326.73214573499376,986.795967334475,6,Premium
352.47360424256317,151.0705874724981,3,Estándar
398.91737137087,503.8992719168425,12,Empresarial
445.5526441996953,621.9741769749379,12,Empresarial
172.30760264151021,705.440320838663,14,Estándar
190.9135615567723,564.0521966520449,10,Estándar
51.52106022123016,19.673138944991823,5,Básico
291.2486697931061,333.196695161552,12,Estándar
22.791425529387332,522.5345269508643,8,Básico
235.47101897556777,96.98783415338502,10,Básico
273.60909418025045,357.12066189708895,14,Estándar
146.83791980350077,42.8710777034529,1,Básico
297.46246398166033,87.79271218347054,5,Básico
20.097623719829468,402.9540434395801,3,Básico
23.487353430861138,141.38859650262975,4,Básico
412.18727752653086,571.8654397789426,2,Premium
183.29436749857513,692.5703194458931,9,Premium
67.89495376268297,802.580832117992,3,Estándar
263.51041372712814,208.148741802362,15,Estándar
386.1468087838124,175.80775643647905,2,Estándar
111.83140861093737,113.52216193105625,10,Estándar
313.33078553040514,640.0659470482003,11,Empresarial
47.24699517191516,709.4109692220321,9,Básico
30.58245197846081,41.27028337738562,7,Básico
268.02054262623324,936.8501237812529,6,Premium
272.6143851970027,61.451570814957684,1,Básico
320.5278012416122,545.8833719480598,5,Premium
364.41521019271744,711.9699142564073,12,Empresarial
488.04677933395465,872.2594325086247,11,Empresarial
260.5686724090917,716.9460628111035,14,Estándar
164.86345410591676,803.7108022390939,15,Estándar
398.61716641050833,346.055690617378,11,Estándar
139.06196437472673,816.6768626090471,3,Premium
222.29085324928988,89.31369792082839,1,Básico
43.835908764421646,895.8684894999224,4,Básico
17.54861799065147,552.1164523921989,13,Básico
481.5109652655729,819.1247922628688,2,Premium
418.81015965354186,457.79510167311713,2,Premium
349.5072320163805,647.1419182445597,3,Premium
207.43170748506358,531.138634326752,8,Premium
90.78068843506865,734.2736265377786,8,Estándar
82.4363361221876,90.81368221028369,12,Básico
128.87023459147468,69.74856315065816,15,Básico
276.8671990295296,254.632201670045,7,Estándar
358.7249817365309,167.94923331205646,6,Estándar
331.797701475277,873.0657309262797,9,Premium
143.5672789882417,227.02184748446388,4,Estándar
477.6583139282811,976.10660326094,12,Empresarial
370.2589737644054,343.5268338533958,1,Premium
279.4052559931433,190.2967365318123,8,Estándar
307.80176938600437,791.8015220710544,7,Premium
212.70203090175602,662.1206977458673,7,Premium
127.62683980307294,503.2137592886076,15,Estándar
181.20647593237447,559.809915428255,3,Premium
380.1338246798627,722.0097604895412,4,Premium
12.124776871729155,236.17019391798573,10,Básico
62.45595705092354,996.3705768961745,9,Estándar
27.77130780076761,975.0452305253153,15,Básico
25.160757147890216,653.8224294834675,6,Básico
428.45298908544856,207.5470264198537,15,Estándar
353.3106403931117,683.4259600069784,15,Empresarial
239.71604539822596,81.47642488938409,5,Básico
53.427909522245734,40.345977183748005,3,Básico
248.349858182832,265.10605962610157,9,Estándar
239.36852653638002,467.99672717192317,5,Premium
90.73492560545752,869.5897803542967,5,Estándar
219.75656637279664,729.8973790686449,14,Estándar
202.25984352669985,745.2794559879812,4,Premium
309.84579853584717,431.2384011035946,14,Estándar
319.37135717948365,352.4756426214933,4,Premium
27.425484837162035,377.32837535475664,12,Básico
190.43324424010325,987.7730680986973,1,Premium
314.800658278547,49.708099498357655,7,Básico
254.05244799714342,868.3611811612241,9,Premium
428.9624713882195,582.8886544866695,3,Premium
331.0533476513778,444.22926499769454,12,Estándar
85.6525414053077,728.0050838109852,13,Estándar
39.931529963212775,491.80225201045585,15,Básico
322.99754271212623,874.689005700844,2,Premium
18.123098718102796,901.6948453711459,3,Básico
294.9589127303643,427.50371760472086,1,Premium
470.41396950535403,284.0595192627011,6,Estándar
289.85971804856007,596.4268253074287,11,Estándar
197.14411347222836,913.239712160524,11,Estándar
323.4276681289648,218.5555671156099,7,Estándar
231.83518079330074,626.736917727848,11,Estándar
275.08031071138777,635.2446178915953,11,Estándar
471.02508034437994,735.7818921911281,2,Premium
196.12080571138324,140.2520082759872,8,Estándar
480.78932909283753,718.6667150352677,14,Empresarial
453.14856776825155,909.9421954589845,6,Premium
101.91661172070174,187.88627778153955,14,Estándar
39.3338439332069,245.16789167463887,4,Básico
54.88511068182619,971.6811431012231,5,Estándar
14.019803697517116,189.16718318239487,8,Básico
51.749265574184555,855.8412424358834,14,Estándar
343.08835284109665,497.35507788355443,3,Premium
40.23838098781335,254.75876365914527,3,Básico
162.89293699541184,872.0424022597863,14,Estándar
423.21327892988,450.85220245263883,15,Estándar
16.519608189233804,519.6691803903933,14,Básico
408.1618988815232,365.64103570576805,11,Estándar
144.51811351283297,597.0213429205781,4,Premium
63.49158967271985,171.88863385917253,1,Estándar
349.88489685525457,397.1707212852431,9,Premium
316.32670915604257,969.7181991119346,8,Premium
439.3486466958912,265.55209837411627,8,Estándar
368.8601666829235,660.1692978958793,14,Empresarial
402.72306054050006,331.93816358244794,10,Estándar
144.60711342279671,775.7383944297346,6,Premium
92.8325741709628,139.56492411116633,7,Estándar
376.55430206222485,970.1228346277593,6,Premium
404.3831959372957,459.25164596980284,9,Premium
495.3000452903333,243.68995871299933,3,Estándar
209.2457500711561,82.76177985671254,14,Básico
189.14895246742768,178.06032603666534,3,Estándar
389.32441556728844,524.5762090704575,3,Premium
173.69775242524383,343.63314466697346,10,Estándar
465.7248761737645,830.5945322237834,3,Premium
429.91431216229086,436.57864842518785,9,Premium
217.35204355063408,256.2271298617536,12,Estándar
376.6811785567912,620.9735367379898,4,Premium
378.4987226719178,709.7094447165914,13,Empresarial
56.046315073786644,175.37148882194037,7,Estándar
451.7636888063855,175.94302412543448,14,Estándar
255.0999243616893,46.30471266420754,15,Básico
414.0964457233321,739.0379949149841,9,Premium
163.4245525101528,667.166482345587,11,Estándar
448.2839981056192,479.88456699231574,12,Estándar
197.65483097341075,845.7287444795052,7,Premium
10.364637482747689,807.6134514205527,9,Básico
453.1640783275355,589.5008207527846,12,Empresarial
50.18690500913611,869.5885677081261,3,Estándar
163.06025060725537,213.78279793640056,15,Estándar
475.28067369014843,120.8004232037506,4,Estándar
475.55053773409026,277.0521154018197,14,Estándar
288.8517546210266,66.5159875284217,8,Básico
317.75942002405066,535.8578327210217,6,Premium
226.98053337926828,937.2396353720119,5,Premium
150.13933199054193,48.95010526182455,13,Básico
167.6889499581084,130.88881486992653,4,Estándar
337.89663575813404,457.67703800060093,8,Premium
377.42539207165163,934.5362673526258,1,Premium
396.831626644295,322.994543926983,14,Estándar
395.86098068330415,512.1624606015084,9,Premium
50.147021009101735,51.15713045988818,1,Básico
249.73805082777784,156.85976895246796,8,Estándar
33.49158620823892,986.7638217292584,4,Básico
277.0167967502491,965.467509471685,9,Premium
223.5575981798216,14.89058112506552,14,Básico
444.41357046535836,952.2936675690066,11,Empresarial
178.70293121327896,642.7287384373453,5,Premium
62.9481731316649,869.2391115748219,3,Estándar
75.78088261615375,460.1924570775205,9,Estándar
381.94776270014876,520.4400682934577,11,Empresarial
311.0179413415492,493.958114454351,14,Estándar
55.05572468078117,670.1956149706433,14,Estándar
46.63286902692373,148.25474220874978,9,Básico
351.9797200722644,39.67385397395117,4,Básico
41.017688150275795,314.850642175279,11,Básico
411.82072934872633,707.6339551092802,4,Premium
354.58990244246564,209.83491760171887,12,Estándar
45.26764641774038,676.6981089916682,8,Básico
46.99466847217,970.2129256461977,2,Básico
493.38659135808183,102.9617086315242,9,Estándar
190.26404389927956,675.876097042875,13,Estándar
188.467862798111,449.31271711152544,14,Estándar
407.33578579246375,869.4608318337303,6,Premium
473.88804580501005,185.37829155291206,9,Estándar
493.0705265923211,695.6996927039029,8,Premium
377.9222017031761,839.7341367516291,15,Empresarial
191.2484948378033,945.168077279283,15,Estándar
46.33285476584104,686.4155480067493,7,Básico
389.6877233840812,502.203016368343,13,Empresarial
281.4101036192235,621.6687677992018,14,Estándar
214.98989457725327,870.215934633931,1,Premium
453.6454206218943,574.9036491724414,14,Empresarial
60.042753741544914,40.08318909986849,12,Básico
248.8494266239753,931.639208551908,3,Premium
10.620054159872439,692.6314835212455,11,Básico
236.9870177870925,679.748251919474,14,Estándar
32.87012146250949,223.51840087374,2,Básico
63.8148685526956,662.2966155303307,5,Estándar
63.17549215466692,399.9257615976169,15,Estándar
326.3590995474515,654.7206472710772,5,Premium
374.29221523638455,115.52710000491082,5,Estándar
293.767538723094,661.2668515570057,4,Premium
481.27541149489826,999.4195885129599,5,Premium
190.5609368642335,57.72991847195047,3,Básico
146.42748270952106,977.4024423791042,12,Estándar
434.95656845378284,412.8388811156419,1,Premium
115.67994006712905,872.0459158338865,5,Premium
481.7951570231026,784.5616292176908,13,Empresarial
11.01646497145909,571.3460983768011,9,Básico
485.0900192202813,741.0647171588132,13,Empresarial
26.364156415535177,879.7304056883344,9,Básico
446.11584128054517,410.09891843452266,4,Premium
266.21204899771845,333.7628299476063,3,Premium
496.51757407905365,670.9174517079489,1,Premium
41.529299544022436,809.767482521846,2,Básico
279.1578707786538,764.6622834288496,8,Premium
484.804755131454,799.8355123700481,1,Premium
263.9334328642237,441.2274816648037,8,Premium
316.55232587695497,819.6558740132714,13,Empresarial
349.3956010473855,129.00696481690235,7,Estándar
229.99782706004774,549.044206981241,15,Estándar
315.6412496416114,15.701073893140354,8,Básico
294.2355844019346,331.33997160126756,12,Estándar
451.0732151930396,372.7969195226839,6,Premium
27.495958269021646,402.21096469316285,12,Básico
144.07677884815402,698.5125346229636,14,Estándar
475.45368461789656,394.6725202576423,15,Estándar
445.6805730260036,454.2066863963054,15,Estándar
230.5500926289279,245.1686895655842,9,Estándar
311.96563591176067,379.5192737130467,3,Premium
142.30368557566067,234.99693099051996,10,Estándar
98.11997406326185,82.4639645307592,4,Básico
234.53071044529116,607.4141074475641,13,Estándar
179.90935287289614,671.5306705694661,6,Premium
293.9097753661817,623.2954425495184,8,Premium
43.4786452976675,468.85910336256666,5,Básico
487.32542979475244,385.98792237743754,3,Premium
493.17431851740344,864.700313076107,6,Premium
350.59004843977385,523.8909672848558,4,Premium
270.3677013403396,484.3900588534337,9,Premium
158.21617006173224,35.38564514837133,13,Básico
407.8285347549396,347.8353493498948,3,Premium
343.94193041417026,386.3936625979985,4,Premium
85.4953849757212,404.83455308793145,7,Estándar
455.90895632445205,584.370645535059,7,Premium
412.1559352469686,538.2665212596097,12,Empresarial
475.1509570795024,611.8260418655102,12,Empresarial
364.2311566522382,767.234428926707,4,Premium
308.640521988216,814.8558813289326,6,Premium
212.03030296385634,720.9418454642295,12,Estándar
466.7005992602366,955.9684589953854,13,Empresarial
433.70162530270215,28.050256849598014,3,Básico
27.38324170256376,203.82020582671063,6,Básico
18.051652376139742,17.4872462283607,12,Básico
191.34936660463455,650.999967013057,2,Premium
406.2238987370073,899.0502434604871,8,Premium
493.7016840108975,251.0474736105363,2,Estándar
79.45636109624645,927.7641993483436,11,Estándar
299.0947040993069,69.66471638666525,7,Básico
193.54097403235565,935.0916665374591,9,Premium
485.10762691822856,358.10646036723807,1,Premium
421.8488669521758,110.40662016472434,8,Estándar
419.9727088320132,491.0130415944624,7,Premium
237.00311409851028,264.20880204330285,6,Estándar
210.33565365714426,292.0241729423036,6,Estándar
140.3365006056996,314.2170652770237,6,Premium
32.90587084220893,804.9956388543368,9,Básico
433.0375762462513,543.7696639085019,2,Premium
407.3859995193884,318.1946221644436,1,Premium
499.86024827663465,614.2304454778092,13,Empresarial
498.33523435158315,718.9891674809617,12,Empresarial
279.9386942733006,279.89776072619844,6,Estándar
385.6487705143527,419.413610510098,10,Estándar
472.6590362918019,130.66723240357808,11,Estándar
425.57545838531865,189.3378560393335,8,Estándar
127.43731036288284,684.306675425333,3,Premium
228.0193469784963,189.62396421867066,12,Estándar
68.93391049999002,529.9117498303896,10,Estándar
477.2552584930676,711.9557991052084,1,Premium
305.0564440531856,115.80815386379639,9,Estándar
118.17818872421405,571.6390974326146,13,Estándar
337.49183878089906,263.99715586435013,13,Estándar
310.9734790266584,963.297606485204,1,Premium
182.29054542625605,488.71019025272545,3,Premium
61.21100813881637,807.9326242774065,8,Estándar
337.4287318184358,554.7242767346992,14,Empresarial
262.5523119473777,52.97840752627097,3,Básico
387.29760390914146,636.8198618380821,13,Empresarial
262.4809330504367,951.8893087845904,4,Premium
426.8298426576774,605.5957019448679,8,Premium
278.19388519337036,820.9969708325223,1,Premium
282.6642959100162,885.3643987149237,13,Estándar
438.9435333158808,235.79897422944316,13,Estándar
204.72401877513653,219.92439150914439,6,Estándar
71.33753808306716,614.8711789624818,1,Estándar
19.247424775102793,416.91818510863766,14,Básico
378.7929415584414,841.4626898380532,1,Premium
312.053227919965,901.0228921640311,14,Empresarial
353.51948520911566,359.88716550969093,8,Premium
110.41725994691082,244.50185338473725,11,Estándar
72.50388041545104,782.7202600914233,4,Estándar
12.199609505601554,282.05797519265474,12,Básico
178.5408416092655,824.3881753285416,1,Premium
297.0092549930434,429.5008711122752,10,Estándar
199.1608023243675,670.8744002985558,7,Premium
221.5500864017459,104.57996069632149,5,Estándar
452.5585537744055,627.6207314298073,5,Premium
177.38645617653367,457.2500019498568,1,Premium
259.42479713410637,590.7423785437194,14,Estándar
392.9082413068658,176.3340656674148,10,Estándar
201.28867724902872,739.5050074947403,11,Estándar
312.9329166127974,864.1691067677963,6,Premium
431.8700358296389,224.5724020898679,14,Estándar
475.0127087105328,104.7574099649601,9,Estándar
77.80137305987378,33.40220018587303,9,Básico
463.66087445493974,645.5517854388333,8,Premium
248.5975650743714,611.023095727893,5,Premium
132.8309722079844,551.2304385869293,1,Premium
232.27219933793936,239.62762515481566,9,Estándar
490.11612476631115,396.99693594645953,1,Premium
248.84595652647045,598.5315718343113,8,Premium
167.73204709231658,501.7991902705777,5,Premium
318.53342288677925,987.9076650127384,3,Premium
123.87208129520558,145.0753550311658,11,Estándar
42.55234741378864,698.1931085071178,7,Básico
68.79546234577137,410.2755804232492,7,Estándar
68.38269028409735,433.9176187763586,9,Estándar
80.1918332885857,720.4217880015945,7,Estándar
73.71945046145802,695.5117898111259,13,Estándar
322.23299867759124,991.3434337651664,11,Empresarial
95.03064177757669,137.11034655958397,14,Estándar
176.10530524531228,113.06855289032467,3,Estándar
448.9102629034759,727.0954289574537,11,Empresarial
239.6110119301218,582.603047836345,13,Estándar
335.44108056790844,281.4190598942078,15,Estándar
90.29833624480676,88.62517529909674,14,Básico
100.18306431029204,94.80166710046623,13,Básico
25.229965051907037,895.2489659174771,1,Básico
88.62285622072145,199.94865147155548,8,Estándar
142.90221782081952,330.13784649436553,12,Estándar
92.62018971698967,234.38983820471813,3,Estándar
48.90775420974253,361.4463427736179,12,Básico
64.7147561947974,78.72960431863244,8,Básico
233.08549017619924,523.8691929991877,8,Premium
107.1351906108673,76.93643795629275,13,Básico
185.31358121879737,802.352942744138,5,Premium
254.19154907315416,241.3749610913287,13,Estándar
346.74544017153585,544.6117954584655,12,Empresarial
24.459509221343975,881.2782966858437,13,Básico
400.7081474599761,654.3685953567223,1,Premium
315.81069279799937,537.628208685822,13,Empresarial
45.470720814691596,331.09041558422183,10,Básico
437.42141893285475,339.67189392761594,7,Premium
460.8318382632475,672.7920856462082,12,Empresarial
35.23359012815756,994.1979676089559,10,Básico
142.05443583286583,665.2207979508848,5,Premium
404.06963349756535,562.2055831963247,8,Premium
375.3885467399109,733.3440051368536,9,Premium
96.33790458140678,470.553556160881,11,Estándar
